Species Name,Common Name,Location,Contamination Zone,Radioactive Contamination Level (kBq/m²),Concentration (Bq/kg),Melanin,Edibility,Fungi Growth Rate,Fungi Growth Category,Committed Effective Dose (mSv/year),Years Since 2024,Estimated Birth Date,Estimated Death Date,Life and Death Cycles,Latitude,Longitude,pH Level,Soil Type
Boletus edulis,Porcini,"Korosten, Ukraine",Zone 3,508.48,527.0,False,Edible,1.0,Normal,0.069,25.4,2021-09-27 06:48:27,2032-08-05 16:07:29,1,51.93260848916472,28.648887511215026,6.1,Loam
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 1,3313.34,14001.18,False,Edible,1.0,Normal,1.82,25.6,2023-09-01 11:02:37,2052-12-16 07:14:48,1,51.76659364121805,28.670355276715277,6.3,Loam
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 3,248.61,395.3,False,Edible,1.0,Normal,0.051,6.6,2018-01-29 12:44:59,2018-04-25 22:56:51,1,50.1274805358242,29.922629164662766,7.9,Sandy
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 3,405.76,405.55,False,Edible,1.0,Normal,0.053,5.1,2024-09-09 16:15:21,2029-10-22 03:59:31,1,50.29318407859936,27.853078378434233,6.7,Sandy
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 1,2565.9,451.43,False,Edible,1.0,Normal,0.059,13.7,2014-10-13 22:16:22,2026-09-03 19:49:51,1,51.425256610763334,28.54106240327473,6.9,Clay
Boletus russula,Russula,"Veprin, Russia",Zone 1,2990.93,12829.79,False,Edible,1.0,Normal,1.668,3.4,2023-04-12 12:54:51,2051-03-30 22:37:22,1,51.42013811884061,29.0528846759728,5.0,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 3,538.98,6.04,True,Unknown,0.80847,Normal,0.001,19.2,2013-09-07 06:18:59,2028-10-13 21:05:13,1,51.852547213924055,28.310451899724868,5.9,Sandy
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 2,1412.18,641.71,True,Edible,2.11827,Normal,0.083,8.9,2023-09-16 09:09:57,2044-07-23 08:28:09,1,50.826028757270215,28.635705210436274,4.6,Sandy
Amanita phalloides,Death Cap,Various,Zone 4,161.46,389.49,False,Toxic,1.0,Normal,0.051,25.8,2011-01-20 22:54:02,2043-07-12 12:25:15,1,51.54012754754721,28.492791415044387,5.1,Clay
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 3,416.69,355.11,False,Edible,1.0,Normal,0.046,25.2,2005-03-05 00:18:03,2013-03-04 14:28:14,1,50.76892705761048,27.216853725267946,7.2,Sandy
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 4,118.8,359.18,False,Edible,1.0,Normal,0.047,13.1,2010-08-23 06:03:40,2042-10-04 17:55:17,1,50.6641057680652,27.7750313828158,4.7,Loam
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 3,338.69,217.55,False,Edible,1.0,Normal,0.028,19.7,2010-02-25 04:51:51,2023-05-16 08:12:13,1,51.72850393206242,29.078240950422494,4.4,Clay
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 1,3313.57,1182.39,True,Edible,4.9703550000000005,Normal,0.154,13.0,2011-10-14 23:21:12,2018-10-06 07:16:16,1,51.39986621643605,27.07286890839914,5.2,Clay
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 3,299.13,375.39,False,Edible,1.0,Normal,0.049,11.9,2016-08-20 12:50:05,2029-05-27 13:10:38,1,50.728346448820126,29.554814498229888,6.4,Clay
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 1,4145.79,368.44,False,Edible,1.0,Normal,0.048,18.0,2016-02-26 06:48:23,2039-02-27 01:51:53,1,50.40414364615911,28.434791923361665,7.9,Loam
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 2,1065.77,553.69,False,Toxic,1.0,Normal,0.072,22.6,2010-11-15 16:35:34,2051-04-01 01:54:49,1,51.455803822772374,27.544813991224192,7.0,Clay
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 3,491.22,52.89,False,Edible,1.0,Normal,0.007,8.4,2020-06-08 15:33:20,2040-09-30 20:03:14,1,51.67866740614553,28.092930619927433,5.1,Clay
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 3,316.21,411.33,False,Edible,1.0,Normal,0.053,24.7,2005-07-11 06:38:48,2011-12-29 08:50:59,1,51.74694837447112,27.849505234979343,4.2,Sandy
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,50.86,383.91,False,Edible,1.0,Normal,0.05,16.1,2014-05-13 13:53:58,2049-04-15 16:04:23,1,50.72178804991803,29.55337006181087,6.1,Clay
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 3,396.1,404.74,False,Edible,1.0,Normal,0.053,14.1,2023-12-11 12:27:04,2053-07-29 20:06:35,1,50.90173592827523,27.786056517453783,4.2,Clay
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 2,1444.77,293.94,False,Edible,1.0,Normal,0.038,28.4,1995-08-17 12:43:10,2029-04-24 07:55:47,1,51.265047820288466,28.80341018463317,4.5,Sandy
Gyromitra esculenta,False Morel,Various,Zone 1,4288.73,628.56,True,Toxic,6.433094999999999,Normal,0.082,12.6,2011-12-30 08:54:33,2025-01-20 00:17:41,1,51.77795476424191,29.123210213229836,5.7,Loam
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 3,511.8,3795.28,False,Edible,1.0,Normal,0.493,27.2,2020-11-21 06:13:39,2030-09-02 21:06:29,1,50.498607256838895,28.886199273569922,4.6,Sandy
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 2,854.02,405.81,False,Toxic,1.0,Normal,0.053,22.8,2009-09-14 05:03:22,2023-12-01 02:51:16,1,51.84490534811906,27.681250356246622,7.4,Loam
Boletus russula,Russula,"Veprin, Russia",Zone 4,72.29,10766.27,False,Edible,1.0,Normal,1.4,21.3,2013-08-27 08:36:58,2025-09-01 06:07:24,1,51.553581867092575,28.777290033482814,5.3,Clay
Gyromitra esculenta,False Morel,Various,Zone 2,1152.53,739.69,True,Toxic,1.728795,Normal,0.096,14.1,2010-08-06 14:28:35,2024-03-25 13:42:33,1,51.777405233358934,29.752521361129787,7.5,Loam
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 2,853.5,308.16,False,Edible,1.0,Normal,0.04,28.7,1995-02-16 02:51:09,2024-10-13 12:39:29,1,50.51338688115716,29.303803917761904,5.3,Clay
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 4,134.71,6.29,True,Unknown,0.202065,Normal,0.001,28.9,2015-03-26 05:32:10,2039-12-29 17:05:02,1,51.71311933747432,29.74030730250024,4.9,Sandy
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 2,905.13,2434.24,False,Edible,1.0,Normal,0.316,12.8,2014-12-14 00:14:37,2036-06-01 18:23:24,1,50.28718290463413,29.337899906440608,5.2,Clay
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 4,80.59,215.47,False,Edible,1.0,Normal,0.028,27.5,2003-09-28 02:46:38,2020-10-17 19:15:26,1,50.83810592492443,29.360232468863323,6.7,Loam
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 2,1024.59,391.49,False,Edible,1.0,Normal,0.051,20.0,2006-05-03 16:07:17,2007-07-03 18:52:52,1,51.76338409537675,27.19926222218182,6.1,Loam
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 1,3783.37,358.05,False,Edible,1.0,Normal,0.047,9.5,2015-07-23 21:03:57,2015-09-06 11:02:58,1,50.654408626728866,28.026146501662456,6.3,Loam
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 1,1763.7,55.77,False,Edible,1.0,Normal,0.007,23.7,2011-08-19 17:41:23,2026-04-19 06:23:45,1,50.27604745384848,29.684990883214162,5.8,Clay
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 4,117.44,546.45,True,Edible,0.17616,Normal,0.071,9.4,2024-02-11 13:24:45,2035-12-25 02:47:05,1,50.203902759507706,29.573751570702164,5.2,Loam
Boletus russula,Russula,"Veprin, Russia",Zone 2,1226.94,6590.56,False,Edible,1.0,Normal,0.857,7.7,2024-10-08 07:47:28,2052-03-27 16:52:12,1,50.86699152189254,29.694604636228817,7.8,Sandy
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 4,173.5,10539.92,False,Edible,1.0,Normal,1.37,7.1,2023-06-16 13:10:03,2043-03-06 21:05:33,1,50.240804119153495,27.425509329245052,4.7,Clay
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 1,2031.19,321.61,False,Edible,1.0,Normal,0.042,23.9,2020-09-10 15:56:42,2025-07-08 23:19:07,1,50.004862406743214,28.79263045709306,4.4,Sandy
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,3076.24,17.62,True,Unknown,4.61436,Normal,0.002,10.5,2015-02-06 06:02:10,2042-07-19 16:21:46,1,50.462002848901015,27.029008011834907,6.7,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 2,1031.87,15410.22,False,Edible,1.0,Normal,2.003,24.5,2012-03-28 11:52:07,2037-08-29 05:07:50,1,51.79072166697428,28.9110944344806,7.7,Sandy
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 3,460.91,477.78,False,Edible,1.0,Normal,0.062,22.7,2006-09-08 14:30:57,2010-08-19 06:49:19,1,51.34833192112076,28.291582520786648,4.4,Loam
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 4,163.82,311.83,False,Edible,1.0,Normal,0.041,26.4,1999-09-02 10:40:59,2043-05-08 10:56:53,1,51.2194014800625,27.072542612478106,4.1,Clay
Amanita muscaria,Fly Agaric,Various,Zone 3,220.41,1810.73,True,Toxic,0.330615,Normal,0.235,17.3,2012-10-02 09:59:22,2017-05-19 04:45:16,1,50.509819931827025,27.957669931562936,4.9,Loam
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 3,326.9,210.32,False,Edible,1.0,Normal,0.027,9.2,2020-10-07 23:26:02,2048-02-12 10:13:41,1,50.37483935707835,29.192287440267886,7.5,Sandy
Amanita phalloides,Death Cap,Various,Zone 1,2228.51,285.54,False,Toxic,1.0,Normal,0.037,29.6,2010-08-03 10:35:32,2011-04-27 09:42:04,1,51.85457905209614,29.270262183927635,7.2,Clay
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,127.22,500.85,False,Edible,1.0,Normal,0.065,27.5,2013-02-12 19:56:57,2022-08-24 15:48:33,1,51.1699996397606,29.446692351448437,5.5,Clay
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 4,175.97,467.57,False,Edible,1.0,Normal,0.061,17.3,2016-07-08 16:17:24,2021-04-05 20:40:36,1,51.75048258109136,28.09562430529473,6.1,Loam
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 1,2051.58,0.83,True,Unknown,3.07737,Normal,0.0,2.6,2024-01-23 17:37:03,2038-09-15 20:57:15,1,50.6955874265181,27.058592939274153,5.1,Loam
Amanita phalloides,Death Cap,Various,Zone 4,156.28,246.18,False,Toxic,1.0,Normal,0.032,11.6,2018-09-22 11:02:03,2037-10-25 11:23:27,1,51.34938276477412,27.960615894187324,7.0,Loam
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 1,1683.81,231.6,False,Edible,1.0,Normal,0.03,7.5,2022-02-02 05:04:48,2047-03-14 03:24:17,1,50.39614832088249,29.593306036067304,6.9,Clay
Amanita phalloides,Death Cap,Various,Zone 1,3778.83,212.15,False,Toxic,1.0,Normal,0.028,20.7,2021-09-03 06:09:11,2029-03-08 20:46:17,1,51.1916185792859,28.717753780494807,4.8,Clay
Amanita phalloides,Death Cap,Various,Zone 3,214.0,217.93,False,Toxic,1.0,Normal,0.028,16.0,2022-04-20 14:46:20,2026-03-21 15:03:37,1,51.391054284406955,29.283124995708185,5.9,Loam
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,138.42,318.36,False,Edible,1.0,Normal,0.041,23.2,2000-09-18 12:53:34,2042-04-03 03:44:22,1,51.02346959093113,28.993405474350162,6.8,Clay
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 3,545.58,2.8,True,Unknown,0.81837,Normal,0.0,15.0,2019-02-23 00:53:21,2048-03-11 08:50:24,1,50.00548159448838,29.130763427619097,6.8,Clay
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 4,66.49,425.71,False,Edible,1.0,Normal,0.055,8.7,2015-02-14 07:02:13,2039-02-10 09:17:06,1,51.827855510074805,27.479178835237203,6.6,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,1851.15,10.54,True,Unknown,2.776725,Normal,0.001,8.0,2020-12-25 09:10:41,2042-04-22 01:46:12,1,51.93554180155999,27.288120550314474,7.3,Sandy
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 4,161.69,325.58,False,Edible,1.0,Normal,0.042,27.6,2005-05-22 20:15:08,2053-02-02 15:57:53,1,51.74746693159808,28.467460135238085,5.7,Sandy
Amanita muscaria,Fly Agaric,Various,Zone 2,1063.04,1847.9,True,Toxic,1.59456,Normal,0.24,21.5,2012-01-15 05:04:20,2019-01-03 18:06:58,1,50.20287767563581,29.741182182534697,6.5,Loam
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 2,1392.79,426.02,False,Edible,1.0,Normal,0.055,13.1,2012-08-24 15:20:32,2049-07-27 19:45:24,1,51.987720859654424,27.998168293075118,4.1,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 4,122.01,2.85,True,Unknown,0.183015,Normal,0.0,9.4,2021-09-13 16:42:55,2051-10-29 19:52:31,1,50.48480874258847,28.10588614016011,7.5,Sandy
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 2,1461.26,483.8,False,Edible,1.0,Normal,0.063,21.5,2004-05-05 19:28:30,2025-12-17 21:04:35,1,51.444058807714114,27.283072884917328,4.3,Sandy
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,106.41,576.55,False,Edible,1.0,Normal,0.075,15.9,2015-06-24 19:55:15,2044-07-16 20:27:14,1,50.376467687052376,29.077904955859754,4.3,Clay
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 3,235.52,358.27,False,Edible,1.0,Normal,0.047,1.9,2023-04-09 06:44:40,2049-02-02 02:18:20,1,50.67989752759487,28.666465881794835,6.2,Sandy
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 2,721.98,300.12,False,Edible,1.0,Normal,0.039,24.9,2018-04-08 19:08:09,2046-12-27 05:29:16,1,51.32053743039448,28.617490663472847,5.5,Clay
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 3,468.34,170.53,False,Edible,1.0,Normal,0.022,4.2,2021-06-08 05:17:35,2028-10-27 00:10:12,1,51.222559274151855,27.993876104682414,6.1,Sandy
Amanita phalloides,Death Cap,Various,Zone 2,1327.48,389.83,False,Toxic,1.0,Normal,0.051,13.1,2018-11-01 21:36:59,2035-06-08 17:46:15,1,51.235841481122435,27.785974801544608,7.2,Sandy
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 1,2189.64,12893.1,False,Edible,1.0,Normal,1.676,27.7,2001-06-11 20:12:10,2007-03-26 01:39:58,1,50.52023612829531,27.698186357990803,5.8,Loam
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 4,153.64,443.93,False,Edible,1.0,Normal,0.058,14.6,2011-05-26 01:14:09,2013-12-11 02:04:02,1,51.348382288162256,28.34507561275636,6.8,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 4,80.97,9.93,True,Unknown,0.12145500000000001,Normal,0.001,23.5,2011-02-17 17:11:22,2047-07-01 18:30:49,1,50.73395923048032,29.498184692895087,4.9,Clay
Amanita muscaria,Fly Agaric,Various,Zone 3,270.84,1274.11,True,Toxic,0.40625999999999995,Normal,0.166,16.4,2023-07-14 19:24:50,2044-05-08 02:23:07,1,51.61213217484769,29.602222432410574,7.1,Loam
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 2,1049.59,4.57,True,Unknown,1.574385,Normal,0.001,5.2,2024-11-25 06:55:37,2039-08-21 09:54:19,1,50.03949116434615,27.71942619156978,4.9,Sandy
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 1,3699.55,601.29,False,Edible,1.0,Normal,0.078,20.4,2004-11-09 00:49:52,2041-07-30 23:23:20,1,51.12110453194193,28.373975346717984,4.8,Sandy
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 1,2996.94,349.56,False,Edible,1.0,Normal,0.045,29.6,1995-10-06 07:37:37,2019-12-07 03:19:25,1,51.37755304181223,28.11454209614288,8.0,Loam
Gyromitra esculenta,False Morel,Various,Zone 4,82.43,894.83,True,Toxic,0.123645,Normal,0.116,26.6,2006-01-25 19:53:12,2036-06-10 13:17:58,1,50.80656975174433,27.105019243736564,6.3,Clay
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 4,92.8,21.78,True,Unknown,0.1392,Normal,0.003,13.8,2019-06-17 15:52:51,2030-05-16 03:17:40,1,50.1118696942649,28.07503742810381,5.9,Sandy
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 4,91.41,405.44,False,Edible,1.0,Normal,0.053,24.4,1999-12-19 04:27:46,2017-07-10 02:14:35,1,50.737275713639384,27.875657258278213,7.5,Clay
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 3,334.66,3725.67,False,Edible,1.0,Normal,0.484,21.6,2011-11-17 17:00:58,2034-07-16 00:22:41,1,50.57320370074456,28.771954318720976,6.2,Sandy
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 3,253.28,161.68,False,Edible,1.0,Normal,0.021,6.7,2021-02-12 15:41:06,2026-04-27 16:01:29,1,50.343552568090914,27.75820799011822,7.7,Sandy
Boletus russula,Russula,"Veprin, Russia",Zone 2,669.76,14513.84,False,Edible,1.0,Normal,1.887,11.8,2017-12-05 02:57:40,2023-05-06 04:54:46,1,50.414140004898655,27.829247999922213,7.1,Sandy
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,888.99,419.67,False,Edible,1.0,Normal,0.055,22.7,2020-04-25 08:13:58,2033-05-26 20:09:41,1,51.61161460774199,28.012046405093052,7.9,Sandy
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 1,1494.61,416.93,False,Edible,1.0,Normal,0.054,22.3,2001-09-21 05:08:04,2031-06-18 08:53:53,1,50.86247937400306,27.134317537818784,5.2,Loam
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 4,54.73,419.68,False,Edible,1.0,Normal,0.055,13.2,2013-05-19 02:50:10,2017-07-11 21:12:32,1,50.179512237355546,27.87836117409634,6.1,Sandy
Boletus russula,Russula,"Veprin, Russia",Zone 1,1544.91,10637.59,False,Edible,1.0,Normal,1.383,9.2,2017-01-09 04:59:08,2042-06-13 10:59:58,1,50.2381434351646,29.226108121971485,7.9,Loam
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 2,594.58,15645.43,False,Edible,1.0,Normal,2.034,7.6,2024-08-04 03:38:23,2036-02-11 20:20:33,1,50.32189196604172,28.67110476067217,6.2,Clay
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 1,2725.99,244.39,False,Edible,1.0,Normal,0.032,5.9,2022-07-23 12:20:40,2041-07-09 01:58:02,1,51.140284230972014,29.490201189756178,4.7,Clay
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 1,1898.91,94.19,False,Edible,1.0,Normal,0.012,26.8,2007-10-05 09:10:35,2048-05-31 13:26:12,1,51.03742553932246,29.851978841970507,4.6,Clay
Amanita phalloides,Death Cap,Various,Zone 2,745.9,220.18,False,Toxic,1.0,Normal,0.029,14.8,2017-11-09 20:07:25,2021-08-17 23:13:11,1,50.85816493421604,29.319141090129577,5.1,Sandy
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,43.44,588.36,False,Edible,1.0,Normal,0.076,17.4,2016-03-15 22:32:43,2050-09-22 12:09:27,1,51.75422681573022,27.922004242847095,7.5,Sandy
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 3,380.58,18007.86,False,Edible,1.0,Normal,2.341,21.9,2010-01-15 15:05:45,2054-02-05 20:01:10,1,50.77364274335788,27.196301373760576,6.3,Loam
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 4,180.9,327.45,False,Edible,1.0,Normal,0.043,18.5,2017-06-30 23:25:12,2031-01-06 01:17:43,1,51.121552982389964,28.858825314086992,5.1,Loam
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 4,107.44,297.83,False,Edible,1.0,Normal,0.039,28.8,1995-08-07 18:47:22,2041-12-15 03:19:58,1,51.99417019263418,27.62999475797509,7.8,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 4,89.86,16.79,True,Unknown,0.13479,Normal,0.002,21.2,2023-12-20 01:55:45,2036-11-11 21:26:20,1,51.126925611466284,27.30668068588254,5.8,Clay
Gyromitra esculenta,False Morel,Various,Zone 1,3036.17,758.48,True,Toxic,4.554255,Normal,0.099,2.5,2024-03-30 15:02:19,2041-08-04 19:07:27,1,51.06813850784142,27.812654951590265,4.3,Clay
Gyromitra esculenta,False Morel,Various,Zone 3,211.08,558.95,True,Toxic,0.31662,Normal,0.073,24.9,2022-06-19 15:37:19,2034-06-28 05:09:30,1,50.80056050470981,29.48527906456859,4.5,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 2,1049.88,16798.77,False,Edible,1.0,Normal,2.184,6.0,2018-11-29 19:22:29,2027-07-14 04:07:40,1,51.48220112383246,28.172415008393674,7.7,Loam
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 1,4404.53,9.82,True,Unknown,6.606794999999999,Normal,0.001,26.6,2016-02-11 04:43:32,2027-01-29 12:50:42,1,51.663327393795605,28.14557878341644,6.6,Sandy
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 3,484.38,1.45,True,Unknown,0.7265699999999999,Normal,0.0,10.6,2024-09-28 05:32:52,2046-04-01 20:43:26,1,50.840401208767034,27.030638698876757,7.4,Loam
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 1,1966.87,366.27,False,Edible,1.0,Normal,0.048,8.7,2018-10-01 10:05:34,2022-10-10 22:33:36,1,50.642029615131335,27.92236705565392,7.1,Sandy
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 4,137.07,7.94,True,Unknown,0.20560499999999998,Normal,0.001,27.9,1997-08-23 02:18:29,1998-04-06 10:03:40,1,50.33129730985074,28.64316974280259,7.9,Loam
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 2,1116.61,85.96,False,Edible,1.0,Normal,0.011,17.7,2007-07-29 07:34:31,2007-09-09 14:00:23,1,50.951167197458346,27.320219998079505,5.9,Sandy
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 4,141.11,1315.14,True,Edible,0.21166500000000002,Normal,0.171,4.3,2021-08-08 03:39:23,2049-05-27 13:33:05,1,51.35767038146622,28.58849946295864,6.2,Sandy
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 3,488.43,18.34,True,Unknown,0.732645,Normal,0.002,15.9,2023-08-27 09:28:39,2050-05-11 14:39:48,1,51.27519828117521,28.647461005319315,7.9,Sandy
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 2,964.42,246.71,False,Edible,1.0,Normal,0.032,4.6,2024-01-15 03:10:38,2034-08-08 14:50:38,1,51.331347924603904,28.903686946420724,6.6,Clay
Gyromitra esculenta,False Morel,Various,Zone 3,192.23,638.88,True,Toxic,0.28834499999999996,Normal,0.083,11.1,2022-09-06 10:32:57,2032-07-06 08:03:22,1,51.99325036682369,28.917359723578787,6.2,Clay
Amanita phalloides,Death Cap,Various,Zone 2,638.46,368.55,False,Toxic,1.0,Normal,0.048,18.6,2005-07-16 20:54:54,2044-06-16 17:21:38,1,51.07279323574636,27.38817944213387,7.4,Sandy
Boletus russula,Russula,"Veprin, Russia",Zone 2,1270.98,7160.19,False,Edible,1.0,Normal,0.931,10.4,2013-10-17 13:32:53,2016-09-03 17:19:08,1,51.99868288280241,28.17210611689254,7.1,Sandy
Gyromitra esculenta,False Morel,Various,Zone 4,114.66,548.76,True,Toxic,0.17199,Normal,0.071,22.4,2022-02-03 19:59:21,2054-10-20 00:42:36,1,50.71877384475703,29.320172293480933,7.9,Sandy
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 2,1036.69,317.2,False,Edible,1.0,Normal,0.041,10.5,2017-04-08 19:58:45,2034-07-14 10:46:32,1,50.958348709158095,28.125200903437094,4.6,Sandy
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 2,659.02,102.53,False,Edible,1.0,Normal,0.013,3.8,2020-10-30 08:14:53,2043-04-03 01:51:13,1,51.23231882820194,28.281526712735722,6.0,Sandy
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 2,1084.18,435.48,False,Edible,1.0,Normal,0.057,10.9,2023-10-30 10:25:04,2044-12-16 15:40:03,1,50.79802982018929,29.856879188947932,4.7,Loam
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 4,127.26,587.56,False,Toxic,1.0,Normal,0.076,14.1,2015-10-10 12:34:11,2049-03-16 09:22:11,1,50.72515418921374,28.54327068850803,6.4,Clay
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 1,2313.43,315.85,True,Edible,3.4701449999999996,Normal,0.041,26.4,1997-01-08 17:03:27,2054-02-20 16:53:18,1,50.74965926146589,28.483414582526926,7.4,Clay
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 4,96.68,3720.88,False,Edible,1.0,Normal,0.484,23.3,2022-06-26 01:11:52,2041-04-30 23:36:51,1,50.10367500296115,28.091332761409387,6.4,Loam
Amanita muscaria,Fly Agaric,Various,Zone 1,4206.5,1376.01,True,Toxic,6.30975,Normal,0.179,20.4,2017-10-04 09:21:08,2053-02-10 02:33:22,1,51.05106775108086,29.21301569956898,5.1,Loam
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,577.58,311.94,False,Edible,1.0,Normal,0.041,3.7,2021-03-14 18:42:37,2041-08-12 23:35:06,1,51.40238743206184,29.553052044411487,7.9,Clay
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 1,3052.14,1309.04,True,Edible,4.57821,Normal,0.17,24.3,2001-10-30 10:40:46,2010-10-28 12:33:55,1,51.12311038333266,27.581759098885968,5.3,Loam
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 3,356.41,572.13,False,Edible,1.0,Normal,0.074,18.2,2024-06-06 16:25:14,2029-07-23 08:05:04,1,50.402306937862775,27.02619421322025,7.7,Clay
